#NUMBER;RN;SN;VN;NAME;LOCATION;STATUS;LATX;NS;VF;LONGX;EW;ELEV;TYPE;TIMEFRAME
0100-01-;01;00;-01-;West Eifel Volc Field;Germany;Radiocarbon;50,16666667;N;*;6,85;E;600;Maars;D7
0100-02-;01;00;-02-;Chaîne des Puys;France;Radiocarbon;45,775;N;*;2,966666667;E;1464;Lava domes;D7
0100-03-;01;00;-03-;Olot Volc Field;Spain;Holocene;42,16666667;N;*;2,533333333;E;893;Pyroclastic cones;U
0100-04-;01;00;-04-;Calatrava Volc Field;Spain;Radiocarbon;38,86666667;N;*;-4,016666667;W;1117;Pyroclastic cones;D7
0101-001;01;01;-001;Larderello;Italy;Historical;43,25;N;;10,86666667;E;500;Explosion craters;D6
0101-003;01;01;-003;Vulsini;Italy;Historical;42,6;N;;11,93333333;E;800;Caldera;D7
0101-004;01;01;-004;Alban Hills;Italy;Holocene?;41,73333333;N;;12,7;E;949;Caldera;?
0101-01=;01;01;-01-;Campi Flegrei;Italy;Historical;40,82722222;N;;14,13888889;E;458;Caldera;D5
0101-02=;01;01;-02-;Vesuvius;Italy;Historical;40,82138889;N;;14,42611111;E;1281;Somma volcano;D2
0101-031;01;01;-031;Palinuro;Italy;Radiocarbon;39,48333333;N;;14,83333333;E;-70;Submarine volcano;D7
0101-03=;01;01;-03-;Ischia;Italy;Historical;40,73333333;N;;13,8975;E;789;Complex volcano;D6
0101-041;01;01;-041;Panarea;Italy;Holocene?;38,63333333;N;;15,06666667;E;421;Stratovolcano;?
0101-042;01;01;-042;Lipari;Italy;Radiocarbon;38,48333333;N;;14,95;E;602;Stratovolcanoes;D6
0101-04=;01;01;-04-;Stromboli;Italy;Historical;38,78944444;N;;15,21305556;E;924;Stratovolcano;D1
0101-05=;01;01;-05-;Vulcano;Italy;Historical;38,40361111;N;;14,96166667;E;500;Stratovolcanoes;D3
0101-06=;01;01;-06-;Etna;Italy;Historical;37,73416667;N;;15,00444444;E;3330;Stratovolcanoes;D1
0101-071;01;01;-071;Pantelleria;Italy;Historical;36,76666667;N;;12,01666667;E;836;Shield volcano;D3
0101-07=;01;01;-07-;Campi Flegrei Mar Sicilia;Italy;Historical;37,1;N;*;12,7;E;-8;Submarine volcanoes;D3
0102-02=;01;02;-02-;Methana;Greece;Historical;37,61527778;N;;23,33555556;E;760;Lava domes;D7
0102-03=;01;02;-03-;Mílos;Greece;Radiocarbon;36,69861111;N;*;24,43888889;E;751;Stratovolcanoes;D6
0102-04=;01;02;-04-;Santorini;Greece;Historical;36,40361111;N;;25,39638889;E;367;Shield volcanoes;D2
0102-051;01;02;-051;Yali;Greece;Holocene;36,67055556;N;;27,13972222;E;180;Lava domes;U
0102-05=;01;02;-05-;Nisyros;Greece;Historical;36,58555556;N;;27,15972222;E;698;Stratovolcano;D3
0103-00-;01;03;-00-;Kula;Turkey;Holocene;38,58333333;N;*;28,51666667;E;750;Cinder cones;U
0103-001;01;03;-001;Karapinar Field;Turkey;Holocene;37,66666667;N;*;33,65;E;1302;Cinder cones;U
0103-002;01;03;-002;Hasan Dagi;Turkey;Holocene;38,13333333;N;;34,16666667;E;3253;Stratovolcano;U
0103-003;01;03;-003;Göllü Dag;Turkey;Holocene?;38,25;N;;34,56666667;E;2143;Lava dome;?
0103-004;01;03;-004;Acigöl-Nevsehir;Turkey;Anthropology;38,56666667;N;;34,51666667;E;1689;Caldera;D7
0103-011;01;03;-011;Karaca Dag;Turkey;Holocene;37,66666667;N;;39,83333333;E;1957;Shield volcano;U
0103-01=;01;03;-01-;Erciyes Dagi;Turkey;Radiocarbon;38,51666667;N;;35,48333333;E;3916;Stratovolcano;D7
0103-021;01;03;-021;Süphan Dagi;Turkey;Holocene;38,91666667;N;;42,81666667;E;4158;Stratovolcano;D7
0103-022;01;03;-022;Girekol Tepe;Turkey;Holocene;39,16666667;N;;43,33333333;E;;Shield volcano;U
0103-02=;01;03;-02-;Nemrut Dagi;Turkey;Historical;38,65;N;;42,23333333;E;2948;Stratovolcano;D5
0103-03=;01;03;-03-;Tendürek Dagi;Turkey;Historical;39,36666667;N;;43,86666667;E;3584;Shield volcano;D3
0103-04-;01;03;-04-;Ararat;Turkey;Historical;39,7;N;;44,3;E;5165;Stratovolcano;D3
0103-05-;01;03;-05-;Kars Plateau;Turkey;Holocene?;40,75;N;*;42,9;E;3000;Volcanic field;?
0104-01-;01;04;-01-;Elbrus;Russia-SW;Tephrochronology;43,33333333;N;;42,45;E;5633;Stratovolcano;D6
0104-02-;01;04;-02-;Kasbek;Georgia;Tephrochronology;42,7;N;;44,5;E;5050;Stratovolcano;D7
0104-03-;01;04;-03-;Kabargin Oth Group;Georgia;Holocene;42,55;N;*;44;E;3650;Cinder cones;U
0104-04-;01;04;-04-;Unnamed;Georgia;Holocene;42,45;N;*;44,25;E;3750;Cinder cones;U
0104-05-;01;04;-05-;Unnamed;Georgia;Holocene;41,55;N;*;43,6;E;3400;Lava cones;U
0104-06-;01;04;-06-;Aragats;Armenia;Holocene;40,53333333;N;;44,2;E;4095;Stratovolcano;U
0104-07-;01;04;-07-;Ghegam Ridge;Armenia;Anthropology;40,275;N;*;44,75;E;3597;Volcanic field;D7
0104-08-;01;04;-08-;Dar-Alages;Armenia;Anthropology;39,7;N;*;45,54166667;E;3329;Pyroclastic cones;D7
0104-09-;01;04;-09-;Porak;Armenia;Anthropology;40,01666667;N;;45,78333333;E;2800;Stratovolcano;D7
0104-10-;01;04;-10-;Tskhouk-Karckar;Armenia;Tephrochronology;39,73333333;N;;46,01666667;E;3000;Pyroclastic cones;D7
0201-01=;02;01;-01-;Tair, Jebel at;Red Sea;Historical;15,55;N;;41,83333333;E;244;Stratovolcano;D1
0201-021;02;01;-021;Zukur;Red Sea;Holocene;14,01666667;N;;42,75;E;624;Shield volcano;U
0201-022;02;01;-022;Hanish;Red Sea;Holocene;13,71666667;N;;42,73333333;E;422;Shield volcano;U
0201-02=;02;01;-02-;Zubair, Jebel;Red Sea;Historical;15,05;N;;42,18333333;E;191;Shield volcano;D3
0201-03=;02;01;-03-;Jalua;Ethiopia;Holocene;15,04166667;N;;39,81666667;E;713;Stratovolcano;U
0201-041;02;01;-041;Dallol;Ethiopia;Historical;14,24166667;N;;40,3;E;-48;Explosion craters;D2
0201-04=;02;01;-04-;Alid;Ethiopia;Holocene;14,88333333;N;;39,91666667;E;904;Stratovolcano;U
0201-05=;02;01;-05-;Gada Ale;Ethiopia;Holocene;13,975;N;;40,40833333;E;287;Stratovolcano;U
0201-06=;02;01;-06-;Alu;Ethiopia;Holocene;13,825;N;;40,50833333;E;429;Fissure vents;U
0201-071;02;01;-071;Borale Ale;Ethiopia;Holocene;13,725;N;;40,6;E;668;Stratovolcano;U
0201-07=;02;01;-07-;Dalaffilla;Ethiopia;Historical;13,79166667;N;;40,55;E;613;Stratovolcano;D1
0201-08=;02;01;-08-;Erta Ale;Ethiopia;Historical;13,6;N;;40,66666667;E;613;Shield volcano;D1
0201-091;02;01;-091;Hayli Gubbi;Ethiopia;Holocene;13,5;N;;40,71666667;E;521;Shield volcano;U
0201-09=;02;01;-09-;Ale Bagu;Ethiopia;Holocene;13,51666667;N;;40,63333333;E;1031;Stratovolcano;U
0201-101;02;01;-101;Nabro;Ethiopia;Holocene?;13,36666667;N;;41,7;E;2218;Stratovolcano;?
0201-102;02;01;-102;Mallahle;Ethiopia;Holocene?;13,26666667;N;;41,65;E;1875;Stratovolcano;?
0201-103;02;01;-103;Sork Ale;Ethiopia;Holocene?;13,18333333;N;;41,725;E;1611;Stratovolcano;?
0201-104;02;01;-104;Asavyo;Ethiopia;Holocene;13,06666667;N;;41,6;E;1200;Shield volcano;U
0201-105;02;01;-105;Mat Ala;Ethiopia;Holocene;13,1;N;;41,15;E;523;Shield volcano;U
0201-106;02;01;-106;Tat Ali;Ethiopia;Holocene;13,28333333;N;;41,06666667;E;700;Shield volcano;U
0201-107;02;01;-107;Borawli;Ethiopia;Holocene;13,3;N;;40,98333333;E;812;Stratovolcano;U
0201-10=;02;01;-10-;Dubbi;Ethiopia;Historical;13,58333333;N;;41,80833333;E;1625;Stratovolcano;D3
0201-111;02;01;-111;Ma Alalta;Ethiopia;Holocene;13,01666667;N;;40,2;E;1815;Stratovolcano;U
0201-112;02;01;-112;Alayta;Ethiopia;Historical;12,88333333;N;;40,56666667;E;1501;Shield volcano;D2
0201-113;02;01;-113;Dabbahu;Ethiopia;Historical;12,6;N;;40,48333333;E;1442;Stratovolcano;D1
0201-114;02;01;-114;Dabbayra;Ethiopia;Holocene;12,38333333;N;;40,06666667;E;1302;Shield volcano;U
0201-115;02;01;-115;Manda Hararo;Ethiopia;Historical;12,16666667;N;;40,81666667;E;600;Shield volcanoes;D1
0201-116;02;01;-116;Groppo;Ethiopia;Holocene;11,73333333;N;;40,25;E;930;Stratovolcano;U
0201-11=;02;01;-11-;Afderà;Ethiopia;Holocene?;13,08333333;N;;40,85;E;1295;Stratovolcano;?
0201-120;02;01;-120;Manda Gargori;Ethiopia;Anthropology;11,75;N;;41,48333333;E;;Fissure vents;U
0201-121;02;01;-121;Borawli;Ethiopia;Holocene;11,63333333;N;;41,45;E;875;Lava domes;U
0201-122;02;01;-122;Manda-Inakir;Ethiopia;Historical;12,38333333;N;;42,2;E;600;Fissure vents;D2
0201-123;02;01;-123;Mousa Alli;Ethiopia;Holocene;12,46666667;N;;42,4;E;2028;Stratovolcano;U
0201-124;02;01;-124;Gufa;Ethiopia;Holocene;12,55;N;*;42,53333333;E;600;Volcanic field;U
0201-125;02;01;-125;Assab Volc Field;Ethiopia;Holocene;12,95;N;*;42,43333333;E;987;Volcanic field;U
0201-126;02;01;-126;Ardoukôba;Djibouti;Historical;11,58333333;N;*;42,46666667;E;298;Fissure vents;D2
0201-12=;02;01;-12-;Kurub;Ethiopia;Holocene;11,88333333;N;;41,20833333;E;625;Shield volcano;U
0201-141;02;01;-141;Dama Ali;Ethiopia;Historical;11,28333333;N;;41,63333333;E;1068;Shield volcano;D5
0201-151;02;01;-151;Yangudi;Ethiopia;Holocene;10,58333333;N;;41,04166667;E;1383;Complex volcano;U
0201-15=;02;01;-15-;Gabillema;Ethiopia;Holocene;11,08333333;N;;41,26666667;E;1459;Stratovolcano;U
0201-16=;02;01;-16-;Ayelu;Ethiopia;Holocene;10,08222222;N;;40,70166667;E;2145;Stratovolcano;U
0201-171;02;01;-171;Hertali;Ethiopia;Holocene;9,783333333;N;;40,33333333;E;900;Fissure vent;U
0201-172;02;01;-172;Liado Hayk;Ethiopia;Holocene?;9,566666667;N;*;40,28333333;E;878;Maars;?
0201-17=;02;01;-17-;Adwa;Ethiopia;Holocene;10,07;N;;40,84;E;1733;Stratovolcano;U
0201-18=;02;01;-18-;Dofen;Ethiopia;Holocene;9,35;N;;40,13333333;E;1151;Stratovolcano;U
0201-191;02;01;-191;Beru;Ethiopia;Holocene;8,95;N;;39,75;E;1100;Volcanic field;U
0201-19=;02;01;-19-;Fentale;Ethiopia;Historical;8,975;N;;39,93333333;E;2007;Stratovolcano;D3
0201-20-;02;01;-20-;Kone;Ethiopia;Historical;8,8;N;;39,69166667;E;1619;Calderas;D3
0201-201;02;01;-201;Unnamed;Ethiopia;Holocene;8,7;N;*;39,63333333;E;1300;Pyroclastic cones;U
0201-21-;02;01;-21-;Boset-Bericha;Ethiopia;Holocene;8,558333333;N;;39,475;E;2447;Stratovolcanoes;U
0201-22-;02;01;-22-;Bishoftu Volc Field;Ethiopia;Holocene;8,783333333;N;*;38,98333333;E;1850;Fissure vents;U
0201-221;02;01;-221;Unnamed;Ethiopia;Holocene;8,616666667;N;*;38,95;E;1800;Fissure vents;U
0201-222;02;01;-222;Sodore;Ethiopia;Holocene;8,433333333;N;*;39,35;E;1765;Pyroclastic cones;U
0201-23-;02;01;-23-;Gedamsa;Ethiopia;Holocene;8,35;N;;39,18333333;E;1984;Caldera;U
0201-24-;02;01;-24-;Bora-Bericcio;Ethiopia;Holocene;8,266666667;N;;39,03333333;E;2285;Pumice cones;U
0201-25-;02;01;-25-;Tullu Moje;Ethiopia;Anthropology;8,158333333;N;;39,13333333;E;2349;Pumice cone;D2
0201-251;02;01;-251;Unnamed;Ethiopia;Holocene;8,066666667;N;*;39,06666667;E;1800;Fissure vents;U
0201-252;02;01;-252;East Zway;Ethiopia;Holocene;7,95;N;*;38,93333333;E;1889;Fissure vents;U
0201-26-;02;01;-26-;Butajiri-Silti Field;Ethiopia;Holocene;8,05;N;*;38,35;E;2281;Fissure vents;U
0201-27-;02;01;-27-;Alutu;Ethiopia;Radiocarbon;7,766666667;N;;38,78333333;E;2335;Stratovolcano;D7
0201-28-;02;01;-28-;O'a Caldera;Ethiopia;Holocene;7,466666667;N;;38,58333333;E;2075;Caldera;U
0201-29-;02;01;-29-;Corbetti Caldera;Ethiopia;Holocene;7,183333333;N;;38,43333333;E;2320;Caldera;U
0201-291;02;01;-291;Bilate River Field;Ethiopia;Holocene;7,066666667;N;*;38,1;E;1700;Maars;U
0201-292;02;01;-292;Tepi;Ethiopia;Holocene;7,416666667;N;*;35,43333333;E;2728;Shield volcano;U
0201-293;02;01;-293;Hobicha Caldera;Ethiopia;Holocene?;6,783333333;N;;37,83333333;E;1800;Caldera;?
0201-30-;02;01;-30-;Chiracha;Ethiopia;Holocene?;6,65;N;;38,11666667;E;1650;Stratovolcano;?
0201-31-;02;01;-31-;Tosa Sucha;Ethiopia;Holocene;5,933333333;N;*;37,56666667;E;1650;Cinder cones;U
0201-311;02;01;-311;Unnamed;Ethiopia;Holocene;5,65;N;*;37,66666667;E;1200;Cinder cones;U
0201-32-;02;01;-32-;Korath Range;Ethiopia;Holocene?;5,1;N;*;35,88333333;E;912;Tuff cones;?
0201-33-;02;01;-33-;Mega Basalt Field;Ethiopia;Holocene;4,083333333;N;*;37,41666667;E;1067;Pyroclastic cones;U
0202-001;02;02;-001;North Island;Africa-E;Holocene;4,066666667;N;;36,05;E;520;Tuff cones;U
0202-01=;02;02;-01-;Central Island;Africa-E;Holocene;3,5;N;;36,04166667;E;550;Tuff cones;U
0202-021;02;02;-021;Marsabit;Africa-E;Holocene?;2,316666667;N;;37,96666667;E;1707;Shield volcano;?
0202-02=;02;02;-02-;South Island;Africa-E;Historical;2,633333333;N;;36,6;E;800;Stratovolcano;D3
0202-03=;02;02;-03-;Barrier, The;Africa-E;Historical;2,316666667;N;;36,56666667;E;1032;Shield volcano;D2
0202-04-;02;02;-04-;Namarunu;Africa-E;Tephrochronology;1,983333333;N;;36,43333333;E;817;Shield volcano;D7
0202-05-;02;02;-05-;Segererua Plateau;Africa-E;Holocene;1,566666667;N;*;37,9;E;699;Pyroclastic cones;U
0202-051;02;02;-051;Emuruangogolak;Africa-E;Radiocarbon;1,5;N;;36,33333333;E;1328;Shield volcano;D2
0202-052;02;02;-052;Silali;Africa-E;Ar/Ar;1,15;N;;36,23333333;E;1528;Shield volcano;D7
0202-053;02;02;-053;Paka;Africa-E;Ar/Ar;0,916666667;N;;36,18333333;E;1697;Shield volcano;D7
0202-054;02;02;-054;Korosi;Africa-E;Holocene;0,766666667;N;;36,11666667;E;1446;Shield volcano;U
0202-055;02;02;-055;Ol Kokwe;Africa-E;Holocene;0,616666667;N;;36,075;E;1130;Shield volcano;U
0202-056;02;02;-056;Nyambeni Hills;Africa-E;Holocene;0,233333333;N;;37,86666667;E;750;Shield volcano;U
0202-06=;02;02;-06-;Menengai;Africa-E;Tephrochronology;-0,2;S;;36,06666667;E;2278;Shield volcano;D7
0202-071;02;02;-071;Elmenteita Badlands;Africa-E;Holocene;-0,516666667;S;*;36,26666667;E;2126;Pyroclastic cones;U
0202-07=;02;02;-07-;Homa Mountain;Africa-E;Holocene;-0,383333333;S;;34,5;E;1751;Complex volcano;U
0202-08=;02;02;-08-;Eburru, Ol Doinyo;Africa-E;Holocene;-0,65;S;;36,21666667;E;2856;Complex volcano;U
0202-09=;02;02;-09-;Olkaria;Africa-E;Radiocarbon;-0,904166667;S;*;36,29166667;E;2434;Pumice cones;D4
0202-10=;02;02;-10-;Longonot;Africa-E;Anthropology;-0,914444444;S;;36,44638889;E;2776;Stratovolcano;D3
0202-11=;02;02;-11-;Suswa;Africa-E;Holocene;-1,175;S;;36,35;E;2356;Shield volcano;U
0202-12=;02;02;-12-;Lengai, Ol Doinyo;Africa-E;Historical;-2,763611111;S;;35,91416667;E;2962;Stratovolcano;D1
0202-13=;02;02;-13-;Chyulu Hills;Africa-E;Anthropology;-2,683333333;S;*;37,88333333;E;2188;Volcanic field;D3
0202-15=;02;02;-15-;Kilimanjaro;Africa-E;Holocene;-3,066666667;S;;37,35;E;5895;Stratovolcano;U
0202-161;02;02;-161;Igwisi Hills;Africa-E;Holocene;-4,866666667;S;*;31,91666667;E;;Tuff cones;U
0202-162;02;02;-162;Unnamed;Africa-E;Holocene;-8,633333333;S;;33,56666667;E;;Pyroclastic cone;U
0202-163;02;02;-163;SW Usangu Basin;Africa-E;Holocene;-8,75;S;*;33,8;E;2179;Lava domes;U
0202-164;02;02;-164;Ngozi;Africa-E;Radiocarbon;-8,966666667;S;;33,56666667;E;2622;Caldera;D6
0202-165;02;02;-165;Izumbwe-Mpoli;Africa-E;Holocene;-8,933333333;S;;33,4;E;1568;Pyroclastic cones;U
0202-166;02;02;-166;Rungwe;Africa-E;Radiocarbon;-9,133333333;S;;33,66666667;E;2961;Stratovolcano;D7
0202-16=;02;02;-16-;Meru;Africa-E;Historical;-3,25;S;;36,75;E;4565;Stratovolcano;D2
0202-17=;02;02;-17-;Kieyo;Africa-E;Historical;-9,233333333;S;;33,78333333;E;2175;Stratovolcano;D3
0203-001;02;03;-001;Fort Portal;Africa-C;Radiocarbon;0,7;N;*;30,25;E;1615;Tuff cones;D7
0203-002;02;03;-002;Kyatwa;Africa-C;Holocene?;0,45;N;*;30,25;E;1430;Tuff cones;?
0203-003;02;03;-003;Katwe-Kikorongo;Africa-C;Holocene;-0,083333333;S;*;29,91666667;E;1067;Tuff cones;U
0203-004;02;03;-004;Bunyaruguru;Africa-C;Holocene;-0,2;S;*;30,08333333;E;1554;Maars;U
0203-005;02;03;-005;Katunga;Africa-C;Holocene;-0,471388889;S;;30,19083333;E;1707;Tuff cone;U
0203-01=;02;03;-01-;May-ya-moto;Africa-C;Fumarolic;-0,933333333;S;;29,33333333;E;950;Fumarole field;?
0203-02=;02;03;-02-;Nyamuragira;Africa-C;Historical;-1,408333333;S;;29,2;E;3058;Shield volcano;D1
0203-03=;02;03;-03-;Nyiragongo;Africa-C;Historical;-1,516666667;S;;29,25;E;3470;Stratovolcano;D1
0203-04-;02;03;-04-;Karisimbi;Africa-C;Potassium-Argon;-1,5;S;;29,45;E;4507;Stratovolcano;D7
0203-05-;02;03;-05-;Visoke;Africa-C;Historical;-1,466666667;S;;29,49166667;E;3711;Stratovolcano;D2
0203-06-;02;03;-06-;Muhavura;Africa-C;Holocene;-1,383333333;S;;29,66666667;E;4127;Stratovolcano;U
0203-07-;02;03;-07-;Bufumbira;Africa-C;Holocene?;-1,233333333;S;*;29,71666667;E;2440;Cinder cones;?
0203-08-;02;03;-08-;Tshibinda;Africa-C;Holocene;-2,316666667;S;*;28,75;E;1460;Cinder cones;U
0204-001;02;04;-001;Sao Tome;Africa-W;Holocene?;0,2;N;;6,583333333;E;2024;Shield volcano;?
0204-002;02;04;-002;San Carlos;Africa-W;Holocene;3,35;N;;8,516666667;E;2260;Shield volcano;U
0204-003;02;04;-003;San Joaquin;Africa-W;Holocene;3,35;N;;8,633333333;E;2009;Shield volcano;U
0204-004;02;04;-004;Santa Isabel;Africa-W;Historical;3,583333333;N;*;8,75;E;3007;Shield volcano;D2
0204-011;02;04;-011;Tombel Graben;Africa-W;Holocene;4,75;N;*;9,666666667;E;500;Cinder cones;U
0204-01=;02;04;-01-;Cameroon;Africa-W;Historical;4,203333333;N;;9,17;E;4095;Stratovolcano;D1
0204-02-;02;04;-02-;Manengouba;Africa-W;Holocene?;5,033333333;N;;9,833333333;E;2411;Stratovolcano;?
0204-03-;02;04;-03-;Oku Volc Field;Africa-W;Holocene?;6,25;N;*;10,5;E;3011;Stratovolcano;?
0204-04-;02;04;-04-;Ngaoundere Plateau;Africa-W;Holocene?;7,25;N;*;13,66666667;E;;Volcanic field;?
0204-05-;02;04;-05-;Biu Plateau;Africa-W;Holocene?;10,75;N;*;12;E;;Volcanic field;?
0205-001;02;05;-001;Todra Volc Field;Africa-N;Holocene;17,68333333;N;*;8,5;E;1780;Cinder cones;U
0205-002;02;05;-002;Tin Zaouatene Volc Field;Africa-N;Holocene;19,83333333;N;*;2,833333333;E;;Volcanic field;U
0205-003;02;05;-003;In Ezzane Volc Field;Africa-N;Holocene?;23;N;*;10,83333333;E;;Volcanic field;?
0205-004;02;05;-004;Tahalra Volc Field;Africa-N;Holocene;22,66666667;N;*;5;E;1467;Pyroclastic cones;U
0205-005;02;05;-005;Atakor Volc Field;Africa-N;Holocene;23,33333333;N;*;5,833333333;E;2918;Scoria cones;U
0205-006;02;05;-006;Manzaz Volc Field;Africa-N;Holocene;23,91666667;N;*;5,833333333;E;1672;Scoria cones;U
0205-007;02;05;-007;Haruj;Africa-N;Holocene;27,25;N;*;17,5;E;1200;Volcanic field;U
0205-008;02;05;-008;Wau-en-Namus;Africa-N;Holocene?;25,05;N;*;17,55;E;547;Caldera;?
0205-009;02;05;-009;Tôh, Tarso;Africa-N;Holocene;21,33333333;N;*;16,33333333;E;2000;Volcanic field;U
0205-01=;02;05;-01-;Toussidé, Tarso;Africa-N;Holocene;21,03333333;N;;16,45;E;3265;Stratovolcano;U
0205-021;02;05;-021;Koussi, Emi;Africa-N;Holocene;19,8;N;;18,53333333;E;3415;Pyroclastic shield;U
0205-02=;02;05;-02-;Voon, Tarso;Africa-N;Fumarolic;20,91666667;N;;17,28333333;E;3100;Stratovolcano;U
0205-03-;02;05;-03-;Marra, Jebel;Africa-N;Radiocarbon;12,95;N;;24,26666667;E;3042;Volcanic field;D7
0205-04-;02;05;-04-;Kutum Volc Field;Africa-N;Holocene?;14,56666667;N;*;25,85;E;;Scoria cones;?
0205-05-;02;05;-05-;Meidob Volc Field;Africa-N;Holocene;15,31666667;N;*;26,46666667;E;2000;Scoria cones;D7
0205-06-;02;05;-06-;Bayuda Volc Field;Africa-N;Radiocarbon;18,33333333;N;*;32,75;E;670;Cinder cones;D6
0205-07-;02;05;-07-;Umm Arafieb, Jebel;Africa-N;Holocene?;18,16666667;N;*;33,83333333;E;;Shield volcano;?
0300-01-;03;00;-01-;Sharat Kovakab;Syria;Holocene;36,53333333;N;*;40,85;E;534;Volcanic field;U
0300-02-;03;00;-02-;Unnamed;Syria;Historical;36,66666667;N;*;37;E;;Volcanic field;D6
0300-03-;03;00;-03-;Golan Heights;Syria;Holocene;33,1;N;*;35,96666667;E;1197;Volcanic field;U
0300-04-;03;00;-04-;Unnamed;Syria;Radiocarbon;33;N;*;36,63333333;E;1050;Volcanic field;D7
0300-05-;03;00;-05-;Es Safa;Syria;Historical;33,25;N;*;37,06666667;E;979;Volcanic field;D3
0300-06-;03;00;-06-;Druze, Jabal ad;Syria;Holocene;32,65833333;N;*;36,425;E;1803;Volcanic field;U
0301-001;03;01;-001;Harrah, Al;Arabia-W;Holocene;31,08333333;N;*;38,41666667;E;1100;Volcanic field;U
0301-01=;03;01;-01-;Rahah, Harrat ar;Arabia-W;Anthropology;27,8;N;*;36,16666667;E;1950;Volcanic field;U
0301-02=;03;01;-02-;'Uwayrid, Harrat;Arabia-W;Anthropology;27,08333333;N;*;37,25;E;1920;Volcanic field;D6
0301-04-;03;01;-04-;Lunayyir, Harrat;Arabia-W;Historical;25,16666667;N;*;37,75;E;1370;Volcanic field;D6
0301-05=;03;01;-05-;Ithnayn, Harrat;Arabia-W;Holocene;26,58333333;N;*;40,2;E;1625;Volcanic field;U
0301-06=;03;01;-06-;Khaybar, Harrat;Arabia-W;Historical;25;N;*;39,91666667;E;2093;Volcanic field;D6
0301-071;03;01;-071;Kishb, Harrat;Arabia-W;Holocene;22,8;N;*;41,38333333;E;1475;Volcanic field;U
0301-072;03;01;-072;Birk, Harrat al;Arabia-W;Holocene;18,36666667;N;*;41,63333333;E;381;Volcanic field;U
0301-07=;03;01;-07-;Rahat, Harrat;Arabia-W;Historical;23,08333333;N;*;39,78333333;E;1744;Volcanic field;D6
0301-08-;03;01;-08-;Yar, Jabal;Arabia-W;Historical;17,05;N;*;42,83333333;E;305;Volcanic field;D3
0301-09-;03;01;-09-;Arhab, Harra of;Arabia-S;Historical;15,63333333;N;*;44,08333333;E;3100;Volcanic field;D6
0301-10-;03;01;-10-;Marha, Jabal el-;Arabia-S;Holocene?;15,245;N;;44,23638889;E;2506;Tuff cone;?
0301-11-;03;01;-11-;Haylan, Jabal;Arabia-S;Anthropology;15,43333333;N;*;44,78333333;E;1550;Volcanic field;D7
0301-12-;03;01;-12-;Dhamar, Harras of;Arabia-S;Historical;14,56666667;N;*;44,66666667;E;3500;Volcanic field;D2
0301-15-;03;01;-15-;Unnamed;Arabia-S;Uncertain;12,25;N;;45;E;;Submarine volcano;?
0301-16-;03;01;-16-;Sawâd, Harra es-;Arabia-S;Historical;13,58333333;N;*;46,11666667;E;1737;Volcanic field;D6
0301-17-;03;01;-17-;Bal Haf, Harra of;Arabia-S;Holocene;14,05;N;*;48,33333333;E;233;Volcanic field;U
0301-18-;03;01;-18-;Bir Borhut;Arabia-S;Holocene?;15,55;N;*;50,63333333;E;;Volcanic field;?
0302-00-;03;02;-00-;Unnamed;Iran;Holocene;39,25;N;*;45,16666667;E;;Volcanic field;U
0302-001;03;02;-001;Sahand;Iran;Holocene;37,75;N;;46,43333333;E;3707;Stratovolcano;U
0302-002;03;02;-002;Sabalan;Iran;Holocene;38,25;N;;47,91666667;E;4811;Stratovolcano;U
0302-01-;03;02;-01-;Damavand;Iran;Uranium-series;35,95138889;N;;52,10944444;E;5670;Stratovolcano;D7
0302-02-;03;02;-02-;Qal'eh Hasan Ali;Iran;Holocene?;29,4;N;*;57,56666667;E;;Maars;?
0302-03-;03;02;-03-;Bazman;Iran;Fumarolic;28,06666667;N;;60;E;3490;Stratovolcano;U
0302-04-;03;02;-04-;Unnamed;Iran;Holocene?;28,16666667;N;*;60,66666667;E;;Volcanic field;?
0302-05-;03;02;-05-;Taftan;Iran;Holocene;28,6;N;;61,13333333;E;3940;Stratovolcano;U
0302-06-;03;02;-06-;Dacht-i-Navar Group;Afghanistan;Holocene?;33,95;N;*;67,91666667;E;3800;Lava domes;?
0302-07-;03;02;-07-;Vakak Group;Afghanistan;Holocene?;34,25;N;*;67,96666667;E;3190;Volcanic field;?
0303-001;03;03;-001;Grille, La;Indian O.-W;Holocene;-11,46666667;S;;43,33333333;E;1087;Shield volcano;U
0303-011;03;03;-011;Ambre-Bobaomby;Madagascar;Holocene;-12,6;S;*;49,15;E;1475;Volcanic field;U
0303-012;03;03;-012;Nosy-Be;Madagascar;Holocene;-13,31666667;S;*;48,48333333;E;214;Cinder cones;U
0303-013;03;03;-013;Ankaizina Field;Madagascar;Holocene;-14,3;S;*;48,66666667;E;2878;Cinder cones;U
0303-014;03;03;-014;Itasy Volc Field;Madagascar;Radiocarbon;-19;S;*;46,76666667;E;1800;Scoria cones;D7
0303-015;03;03;-015;Ankaratra Field;Madagascar;Holocene;-19,4;S;*;47,2;E;2644;Cinder cones;U
0303-01=;03;03;-01-;Karthala;Indian O.-W;Historical;-11,75;S;;43,38333333;E;2361;Shield volcano;D1
0303-02=;03;03;-02-;Fournaise, Piton de la;Indian O.-W;Historical;-21,23083333;S;;55,7125;E;2632;Shield volcano;D1
